Genetic_ID	Master_ID	Skeletal_code	Skeletal_element	Year_data	Publication	Method_for	Date_mean	Date_standard	Full_Date	Age_at	Group_ID	Locality	Political_Entity	Lat.	Long.	Pulldown_Strategy	Data_source	No._Libraries	1240k_coverage	SNPs_hit_1240k	SNPs_hit_HO	Molecular_Sex	Family_ID	Y_haplogroup_terminal	Y_haplogroup_ISOGG_curation	mtDNA_coverage	mtDNA_haplogroup	mtDNA_match	Damage_rate	Sex_ratio	Library_type	Libraries	ASSESSMENT	ASSESSMENT_WARNINGS	Unnamed:_35
OAI008	OAI008	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Oakington	United Kingdom	52.2	0.1	Repulldown on 3.2M snpset	1240K	..	2.4471	878097	474940	M	n/a (no relatives detected)	..	..	14.68296216	..	..	0.1089	..	ds.half	..	PASS	..	
OAI009	OAI009	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Oakington	United Kingdom	52.2	0.1	Repulldown on 3.2M snpset	1240K	..	2.2635	846583	459521	M	n/a (no relatives detected)	..	..	13.39905848	..	..	0.0927	..	ds.half	..	PASS	..	
OAI010	OAI010	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Oakington	United Kingdom	52.2	0.1	Repulldown on 3.2M snpset	1240K	..	1.9178	809694	439893	F	n/a (no relatives detected)	n/a (female)	n/a (female)	8.441607822	..	..	0.0826	..	ds.half	..	PASS	..	
OAI011	OAI011	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Oakington	United Kingdom	52.2	0.1	Repulldown on 3.2M snpset	1240K	..	2.5587	885593	478919	F	n/a (no relatives detected)	n/a (female)	n/a (female)	16.32548736	..	..	0.0903	..	ds.half	..	PASS	..	
OAI012	OAI012	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Oakington	United Kingdom	52.2	0.1	Repulldown on 3.2M snpset	1240K	..	2.0942	825880	448827	M	n/a (no relatives detected)	..	..	11.87253304	..	..	0.0881	..	ds.half	..	PASS	..	
OAI013	OAI013	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Oakington	United Kingdom	52.2	0.1	Repulldown on 3.2M snpset	1240K	..	2.0209	826887	447646	M	n/a (no relatives detected)	..	..	14.97597924	..	..	0.1026	..	ds.half	..	PASS	..	
OAI015	OAI015	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Oakington	United Kingdom	52.2	0.1	Repulldown on 3.2M snpset	1240K	..	1.7618	780175	423901	F	n/a (no relatives detected)	n/a (female)	n/a (female)	15.86698051	..	..	0.1046	..	ds.half	..	PASS	..	
OAI017	OAI017	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Oakington	United Kingdom	52.2	0.1	Repulldown on 3.2M snpset	1240K	..	0.4638	387023	211905	F	n/a (no relatives detected)	n/a (female)	n/a (female)	101.3948941	..	..	0.1072	..	ds.half	..	PASS	..	
POH003	POH003	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Kent, Polhill	United Kingdom	51.3	0.2	Repulldown on 3.2M snpset	1240K	..	1.5415	719699	394967	M	n/a (no relatives detected)	..	..	8.947975134	..	..	0.0832	..	ds.half	..	PASS	..	
POH004	POH004	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Kent, Polhill	United Kingdom	51.3	0.2	Repulldown on 3.2M snpset	1240K	..	1.6861	762672	414663	F	n/a (no relatives detected)	n/a (female)	n/a (female)	8.187277446	..	..	0.098	..	ds.half	..	PASS	..	
POH005	POH005	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Kent, Polhill	United Kingdom	51.3	0.2	Repulldown on 3.2M snpset	1240K	..	1.1845	653232	354845	F	n/a (no relatives detected)	n/a (female)	n/a (female)	6.223368942	..	..	0.1188	..	ds.half	..	PASS	..	
POH007	POH007	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Kent, Polhill	United Kingdom	51.3	0.2	Repulldown on 3.2M snpset	1240K	..	1.0274	612382	333222	F	n/a (no relatives detected)	n/a (female)	n/a (female)	7.103084073	..	..	0.0859	..	ds.half	..	PASS	..	
POH008	POH008	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Kent, Polhill	United Kingdom	51.3	0.2	Repulldown on 3.2M snpset	1240K	..	1.63	756344	410664	M	n/a (no relatives detected)	..	..	8.045204901	..	..	0.106	..	ds.half	..	PASS	..	
POH009	POH009	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Kent, Polhill	United Kingdom	51.3	0.2	Repulldown on 3.2M snpset	1240K	..	1.4212	725166	392619	M	n/a (no relatives detected)	..	..	12.9318607	..	..	0.1022	..	ds.half	..	PASS	..	
SED004	SED004	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Norfolk, Sedgeford	United Kingdom	52.9	0.5	Repulldown on 3.2M snpset	1240K	..	1.4941	717651	394149	F	n/a (no relatives detected)	n/a (female)	n/a (female)	7.554348482	..	..	0.0381	..	ds.half	..	PASS	..	
SED012_noUDG	SED012	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Norfolk, Sedgeford	United Kingdom	52.9	0.5	Repulldown on 3.2M snpset	1240K	..	0.2303	143392	77117	F	n/a (no relatives detected)	n/a (female)	n/a (female)	2.047739755	..	..	0.1337	..	ss.minus	..	PASS	..	
SED013	SED013	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Norfolk, Sedgeford	United Kingdom	52.9	0.5	Repulldown on 3.2M snpset	1240K	..	1.3748	700789	383103	F	n/a (no relatives detected)	n/a (female)	n/a (female)	8.666002776	..	..	0.1036	..	ds.half	..	PASS	..	
SED014	SED014	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Norfolk, Sedgeford	United Kingdom	52.9	0.5	Repulldown on 3.2M snpset	1240K	..	0.8998	575551	313366	M	n/a (no relatives detected)	..	..	8.414690084	..	..	0.1001	..	ds.half	..	PASS	..	
SED015	SED015	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Norfolk, Sedgeford	United Kingdom	52.9	0.5	Repulldown on 3.2M snpset	1240K	..	0.2497	238238	129958	F	n/a (no relatives detected)	n/a (female)	n/a (female)	83.46973263	..	..	0.0797	..	ds.half	..	PASS	..	
SED019_noUDG	SED019	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Norfolk, Sedgeford	United Kingdom	52.9	0.5	Repulldown on 3.2M snpset	1240K	..	0.5752	310211	165109	M	n/a (no relatives detected)	..	..	1.717725874	..	n/a (<2x)	0.1351	..	ss.minus	..	PASS	..	
I14088	I14088	HBS98 SK230 (SK230, Grave 70; Grid ref. 422760/499718)	petrous	2022	GretzingerNature2022	Direct: IntCal20	1427	43	435-587 calCE (1545±20 BP, PSUAMS-6824)	adult , 25-35	England_Scorton_Anglian	England, Scorton, Hollow Banks	United Kingdom	54.3955	-1.614	Repulldown on 3.2M snpset	1240K	1	0.72565	473814	255784	F	n/a (no relatives detected)	n/a (female)	n/a (female)	132.2	H1g1	[0.960,0.984]	0.132	0.007	ss.half	S14088.Y1.E1.L1	PASS	..	
I14089	I14089	HBS98 SK257 (SK257, Grave 95; Grid ref. 422760/499710)	petrous	2022	GretzingerNature2022	Direct: IntCal20	1378	20	541-604 calCE (1510±20 BP, PSUAMS-6825)	adult , 25-35	England_Scorton_Anglian	England, Scorton, Hollow Banks	United Kingdom	54.3955	-1.614	Repulldown on 3.2M snpset	1240K	1	0.713379	456996	245438	M	n/a (no relatives detected)	..	..	158.2	H5k	[0.956,0.980]	0.108	0.393	ss.half	S14089.Y1.E1.L1	PASS	..	
I14090	I14090	HBS98 SK276 (SK276, Grave 91; Grid ref. 422774/499708)	petrous	2022	GretzingerNature2022	Direct: IntCal20	1382	22	539-603 calCE (1515±20 BP, PSUAMS-6826)	adult , 25-35	England_Scorton_Anglian	England, Scorton, Hollow Banks	United Kingdom	54.3955	-1.614	Repulldown on 3.2M snpset	1240K	1	0.363572	292210	155501	F	n/a (no relatives detected)	n/a (female)	n/a (female)	79.19	J1c2b5	[0.982,0.998]	0.115	0.008	ss.half	S14090.Y1.E1.L1	PASS	..	
I14091	I14091	HBS89 SK353 (SK353, Grave 69; Grid ref. 422763/499716)	petrous	2022	GretzingerNature2022	Direct: IntCal20	1392	29	442-602 calCE (1525±20 BP, PSUAMS-6820)	sub adult , <20	England_Scorton_Anglian	England, Scorton, Hollow Banks	United Kingdom	54.3955	-1.614	Repulldown on 3.2M snpset	1240K	1	1.317338	605658	328309	M	n/a (no relatives detected)	..	..	279.8	U5b2a1a1a	[0.981,0.997]	0.095	0.392	ss.half	S14091.Y1.E1.L1	PASS	damage.ss.half=0.095	
I14095	I14095	HBS98 SK613 (SK613, Grave 32; Grid ref. 422805/499709)	petrous	2022	GretzingerNature2022	Direct: IntCal20	1466	36	420-545 calCE (1590±25 BP, PSUAMS-6788)	sub-adult , 15-19	England_Scorton_Anglian	England, Scorton, Hollow Banks	United Kingdom	54.3955	-1.614	Repulldown on 3.2M snpset	1240K	1	3.713508	740124	402847	F	n/a (no relatives detected)	n/a (female)	n/a (female)	368.8	U5b1e1	[0.984,0.997]	0.065	0.007	ss.half	S14095.Y1.E1.L1	PASS	damage.ss.half=0.065	
I5385	I5385	SB529A2	petrous	2018	OlaldeNature2018	Direct: IntCal20	4230	71	2454-2146 calBCE (3827±33 BP, SUERC-71005)	..	Scotland_BellBeaker	Scotland, Wick, Achavanich	United Kingdom	58.364762	-3.403508	Repulldown on 3.2M snpset	1240K	1	0.815	533049	289139	F	n/a (no relatives detected)	n/a (female)	n/a (female)	278.473535	H5	[0.97,0.991]	0.11	..	ds.half	S5385.L1	PASS	..	
I2567	I2567	GENSCOT14 (Burial 5, Cist 1)	petrous	2018	OlaldeNature2018	Direct: IntCal20; R_combine	4018	52	2190-1961 calBCE (3678±27 BP) [R_combine: (3615±40 BP, SUERC-4072); (3725±35 BP, SUERC-4083)]	..	Scotland_C_EBA	Scotland, Dryburn Bridge	United Kingdom	55.97	-2.444	Repulldown on 3.2M snpset	1240K	1	1.835	577633	319878	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	366	U4a1	[0.975,0.987]	0.124	0.442	ds.half	S2567.E1.L2	PASS	..	
I2569_enhanced	I2569	GENSCOT17	tooth	2018	PattersonNature2021 (higher coverage of previously published individual in OlaldeNature2018)	Direct: IntCal20	3978	66	2140-1901 calBCE (3650±40 BP, SUERC-5318)	..	Scotland_C_EBA	Scotland, Eweford Cottages	United Kingdom	55.99	-2.537	Repulldown on 3.2M snpset	1240K	5	0.049721	55876	29791	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	220.517352	K1a3a	[0.981,0.995]	..	..	ds.half,ds.half,ds.half,ds.half,ds.half	S2569.E1.L2,S2569.E1.L3,S2569.E1.L4,S2569.E1.L5,S2569.E1.L6	PASS	..	
I3132	I3132	GENSCOT68	petrous	2018	OlaldeNature2018	Direct: IntCal20	3927	54	2126-1886 calBCE (3614±33 BP, SUERC-69070)	sub-adult 	Scotland_C_EBA	Scotland, Covesea Cave 2	United Kingdom	57.721	-3.3881	Repulldown on 3.2M snpset	1240K	1	3.869	757340	413172	M	n/a (no relatives detected)	R-S5488	R1b1a1b1a1a2c1a5c	610	T2a1b1a	[0.997,1.000]	0.059	0.426	ds.half	S3131.E1.L1	PASS	Xcontam=[0.008,0.014]	
I5515	I5515	Aberdour Road, Dunfermline, cist 3	petrous	2018	OlaldeNature2018	Direct: IntCal20	3882	66	2112-1774 calBCE (3581±40 BP, SRR-292)	juvenile, 14	Scotland_C_EBA_oEEF	Scotland, Fife, cist3, Dunfermline, Aberdour Road	United Kingdom	56.062	-3.419178	Repulldown on 3.2M snpset	1240K	1	0.167	166421	87988	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	47.4	H3+16311	[0.995,1.000]	0.292	0.443	ds.half	S5515.E1.L1	PASS	..	
I5516	I5516	Doune, cist with two Food Vessels and miniature battle axehead	petrous	2018	OlaldeNature2018	Direct: IntCal20	3641	59	1872-1547 calBCE (3400±35 BP, SUERC-2869)	child, 7	Scotland_C_EBA	Scotland, Doune, Perth and Kinross	United Kingdom	56.192656	-4.057702	Repulldown on 3.2M snpset	1240K	1	0.261	241698	128939	M	n/a (no relatives detected)	R-S14469	R1b1a1b1a1a2b1	84.6	T2a1b1a1b	[0.998,1.000]	0.259	0.44	ds.half	S5516.E1.L1	PASS	..	
I16448	I16448	TB 187; Sk 2	tooth; tooth; tooth; tooth; tooth	2021	PattersonNature2021	Direct: IntCal20	4175	52	2337-2138 calBCE (3794±26 BP, OxA-13660)	..	Scotland_C_EBA_highEEF	Scotland, East Lothian, Innerwick, Thurston Mains	United Kingdom	55.947339	-2.47072	Repulldown on 3.2M snpset	1240k	5	0.586143	459413	251494	F	n/a (no relatives detected)	n/a (female)	n/a (female)	169.047197	K1b1a1	..	0.022	0.022	ds.half,ds.half,ds.half,ds.half,ds.half	S16448.Y1.E1.L1,S16448.Y1.E2.L1,S16448.Y1.E5.L1,S16448.Y1.E4.L1,S16448.Y1.E3.L1	PASS	..	
I2568	I2568	GENSCOT15 (Burial 10, Cist 2)	tooth	2018	OlaldeNature2018	Direct: IntCal20	4113	68	2288-2037 calBCE (3755±35 BP, SUERC-4078)	..	Scotland_C_EBA_mediumhighEEF	Scotland, Dryburn Bridge	United Kingdom	55.97	-2.444	Repulldown on 3.2M snpset	1240K	1	1.556	559587	306904	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	701	U5a1b1g	[0.992,1.000]	0.078	0.434	ds.half	S2568.E1.L2	PASS	..	
I5473	I5473	Boatbridge Quarry, Thankerton, cist 1	bone	2018	OlaldeNature2018	Context: Archaeological - Period	4200	87	2400-2100 BCE	senior adult 	Scotland_C_EBA_lc	Scotland, South Lanarkshire, cist 1, Thankerton, Boatbridge Quarry	United Kingdom	55.621272	-3.619659	Repulldown on 3.2M snpset	1240K	1	0.007	8348	4590	M	n/a (no relatives detected)	..	..	1.66033	n/a (<2x)	n/a (<2x)	0.051	..	ds.half	S5473.E1.L1	PASS	..	
I16498	I16498	Y108; Sk 2; GENLAB 297 ( GENLAB 297; Y108)	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2495	104	750-404 calBCE (2430±30 BP, SUERC-24246)	..	Scotland_EIA	Scotland, East Lothian, Broxmouth	United Kingdom	55.988523	-2.480662	Repulldown on 3.2M snpset	1240K	1	0.783128	561251	308427	F	n/a (no relatives detected)	n/a (female)	n/a (female)	245.1	H2a1	[0.987,0.999]	0.042	0.012	ds.half	S16498.Y1.E1.L1	PASS	damage.ds.half=0.042	
I2692	I2692	GENSCOT31	petrous	2021	PattersonNature2021	Direct: IntCal20	2436	80	727-396 calBCE (2395±30 BP, SUERC-21988)	..	Scotland_EIA	Scotland, East Lothian, Broxmouth	United Kingdom	55.988523	-2.480662	Repulldown on 3.2M snpset	1240K	1	1.273	640071	350958	F	n/a (no relatives detected)	n/a (female)	n/a (female)	153	H2a1	[0.967,0.981]	0.073	0.012	ds.half	S2692.E1.L2	PASS	..	
I16504	I16504	Y122; No. 19; DKQ(F); JPO/JDM; GENLAB 363 ( GENLAB 363; Y122)	tooth (premolar)	2021	PattersonNature2021	Direct: IntCal20	1916	40	42 calBCE - 116 calCE (1983±24 BP, SUERC-97411)	..	Scotland_IA	Scotland, East Lothian, Broxmouth	United Kingdom	55.988523	-2.480662	Repulldown on 3.2M snpset	1240K	1	1.089405	660170	363158	M	n/a (no relatives detected)	R-Z251	R1b1a1b1a1a2c1	195.1	H1as	[0.963,0.988]	0.029	0.404	ds.half	S16504.Y1.E1.L1	PASS	damage.ds.half=0.029	
I2859	I2859	GENSCOT65 (Darge 10)	petrous	2018	OlaldeNature2018	Direct: IntCal20	2810	31	912-808 calBCE (2714±29 BP, SUERC-68714)	sub-adult 	Scotland_LBA	Scotland, Covesea Caves	United Kingdom	57.72	-3.388	Repulldown on 3.2M snpset	1240K	1	5.473	794318	436634	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	1490	K1a2c	[0.995,1.000]	0.038	0.423	ds.half	S2859.E1.L1	PASS	damage.ds.half=0.038	
I2860	I2860	GENSCOT66 (SF35)	petrous	2018	OlaldeNature2018	Direct: IntCal20	2824	35	969-812 calBCE (2738±29 BP, SUERC-68715)	sub-adult 	Scotland_LBA	Scotland, Covesea Cave 2	United Kingdom	57.721	-3.3881	Repulldown on 3.2M snpset	1240K	1	6.062	815076	448185	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	1630	H5a1	[0.993,0.999]	0.043	0.421	ds.half	S2860.E1.L1	PASS	damage.ds.half=0.043	
I2861	I2861	GENSCOT67 (SF38)	petrous	2018	OlaldeNature2018	Direct: IntCal20	2843	43	983-826 calBCE (2757±29 BP, SUERC-68716)	adult 	Scotland_LBA	Scotland, Covesea Cave 2	United Kingdom	57.721	-3.3881	Repulldown on 3.2M snpset	1240K	1	4.829	618609	345157	F	n/a (no relatives detected)	n/a (female)	n/a (female)	975	I2a1	[0.985,0.993]	0.056	0.014	ds.half	S2861.E1.L1	PASS	..	
I3130	I3130	GENSCOT64	petrous	2018	OlaldeNature2018	Direct: IntCal20	2844	44	984-826 calBCE (2758±29 BP, SUERC-68713)	adult 	Scotland_LBA	Scotland, Covesea Caves	United Kingdom	57.72	-3.388	Repulldown on 3.2M snpset	1240K	1	4.673	811517	442953	F	n/a (no relatives detected)	n/a (female)	n/a (female)	955	U5a1c	[0.988,0.995]	0.065	0.009	ds.half	S3130.E1.L1	PASS	..	
I16413	I16413	Y102; (047); CIST F1000; GENLAB 309 (GENLAB 309; Y102)	petrous	2021	PattersonNature2021	Direct: IntCal20	1920	43	44 calBCE - 117 calCE (1987±29 BP, SUERC-94954)	..	Scotland_LIA	Scotland, East Lothian, North Berwick, Law Road	United Kingdom	56.057551	-2.71935	Repulldown on 3.2M snpset	1240K	1	0.179317	181275	97138	F	n/a (no relatives detected)	n/a (female)	n/a (female)	41.76	H6a1a8	[0.984,0.999]	0.096	0.012263536	ss.half	S16413.Y1.E1.L1	PASS	damage.ss.half=0.096	
I16418	I16418	Y113; (046); GENLAB 311 (GENLAB 311; Y113, -46)	petrous	2021	PattersonNature2021	Direct: IntCal20	1955	43	97 calBCE - 107 calCE (2019±30 BP, SUERC-94959)	..	Scotland_LIA	Scotland, East Lothian, North Berwick, Law Road	United Kingdom	56.057551	-2.71935	Repulldown on 3.2M snpset	1240K	1	0.306483	282508	151845	M	n/a (no relatives detected)	I-L1195	I2a1b1a1a1	62.29	U5a1d2a	[0.957,0.980]	0.086	0.397907214	ss.half	S16418.Y1.E1.L1	PASS	damage.ss.half=0.086	
I16495	I16495	Y103; (050); GENLAB 308 ( GENLAB 308; Y103)	petrous	2021	PattersonNature2021	Direct: IntCal20	2055	51	196 calBCE - 3 calCE (2091±30 BP, SUERC-94953)	..	Scotland_LIA	Scotland, East Lothian, North Berwick, Law Road	United Kingdom	56.057551	-2.71935	Repulldown on 3.2M snpset	1240K	1	1.776309	731495	404970	F	n/a (no relatives detected)	n/a (female)	n/a (female)	397.7	H6a1a8	[0.989,0.999]	0.077	0.01	ds.half	S16495.Y1.E1.L1	PASS	..	
I2693	I2693	GENSCOT32	petrous	2021	PattersonNature2021	Direct: IntCal20	2060	52	197 calBCE - 1 calCE (2095±30 BP, SUERC-24248)	..	Scotland_LIA	Scotland, East Lothian, Broxmouth	United Kingdom	55.988523	-2.480662	Repulldown on 3.2M snpset	1240K	1	0.377	321584	179028	M	n/a (no relatives detected)	R-L151	R1b1a1b1a1a	57.9	H3+152	..	0.067	0.435	ds.half	S2693.E1.L1	PASS	..	
I27384	I27384	GENLAB 393 (HOB 13, Skeleton 1, east)	petrous	2021	PattersonNature2021	Direct: IntCal20	1945	42	90 calBCE - 110 calCE (2010±30 BP, SUERC-50518)	..	Scotland_LIA	Scotland, West Lothian, House of Binns	United Kingdom	55.989526	-3.5255164	Repulldown on 3.2M snpset	1240K	1	1.386	688587	377539	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	127.9	H2a2a1g	[0.960,0.984]	0.203	0.419	ds.half	S27384.Y1.E1.L1	PASS	..	
I27385	I27385	GENLAB 394 (HOB 13, Skeleton 2, west)	petrous	2021	PattersonNature2021	Direct: IntCal20	1916	42	43 calBCE - 117 calCE (1984±28 BP, SUERC-50519)	..	Scotland_LIA	Scotland, West Lothian, House of Binns	United Kingdom	55.989526	-3.5255164	Repulldown on 3.2M snpset	1240K	1	3.195	833442	456918	M	n/a (no relatives detected)	R-Z2186	R1b1a1b1a1a2c1	178	T2b19	[0.976,0.991]	0.159	0.429	ds.half	S27385.Y1.E1.L1	PASS	..	
I3566	I3566	GENSCOT92 (Skeleton?)	petrous	2021	PattersonNature2021	Direct: IntCal20	2031	50	170 calBCE - 10 calCE (2070±31 BP, SUERC-73990)	26-44	Scotland_LIA	Scotland, Highland, Applecross	United Kingdom	57.433	-5.815186425	Repulldown on 3.2M snpset	1240K	1	4.481	784089	430778	M	n/a (no relatives detected)	R-Z16436	R1b1a1b1a1a2c1	558	H13a1a	[0.994,1.000]	0.072	0.422	ds.half	S3566.E1.L1	PASS	..	
I3567	I3567	GENSCOT93; Skeleton 2	petrous	2021	PattersonNature2021	Direct: IntCal20	2037	50	173 calBCE - 8 calCE (2075±31 BP, SUERC-73991)	26-44	Scotland_LIA	Scotland, Highland, Applecross	United Kingdom	57.433	-5.815186425	Repulldown on 3.2M snpset	1240K	1	5.244	815402	446508	M	n/a (no relatives detected)	R-Z2534	R1b1a1b1a1a2c1	1070	J1c3b	[0.988,0.996]	0.086	0.419	ds.half	S3567.E1.L1	PASS	..	
I3568	I3568	GENSCOT94 (original skull)	petrous	2021	PattersonNature2021	Direct: IntCal20	1912	42	42 calBCE - 119 calCE (1980±28 BP, SUERC-73992)	..	Scotland_LIA	Scotland, Highland, Applecross	United Kingdom	57.433	-5.815186425	Repulldown on 3.2M snpset	1240K	1	4.334	788573	433268	M	n/a (no relatives detected)	R-A14	R1b1a1b1a1a2c1a4b2b1	1100	H7a1	[0.990,0.998]	0.076	0.422	ds.half	S3568.E1.L1	PASS	..	
I5474	I5474	Cumledge	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	1971	52	151 calBCE - 77 calCE (2030±35 BP, GrA-27298)	..	Scotland_LIA	Scotland, Scottish Borders, Cumledge (Auchencraw Park)	United Kingdom	55.802822	-2.347257	Repulldown on 3.2M snpset	1240K	9	0.034643	38993	20135	F	n/a (no relatives detected)	n/a (female)	n/a (female)	171.425071	K1a26	[0.995,1]	..	..	ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half	S5474.E1.L1,S5474.E1.L2,S5474.E1.L3,S5474.E1.L4,S5474.E1.L5,S5474.E1.L6,S5474.E1.L7,S5474.E1.L8,S5474.E1.L9	PASS	S5474.E1.L2 sexratio	
I2573	I2573	GENSCOT21	petrous	2018	OlaldeNature2018	Direct: IntCal20	3361	53	1502-1302 calBCE (3144±37 BP, OxA-16486)	..	Scotland_MBA	Scotland, Longniddry, Evergreen	United Kingdom	55.98	-2.896	Repulldown on 3.2M snpset	1240K	1	0.913	611184	331849	F	n/a (no relatives detected)	n/a (female)	n/a (female)	66.7	H3+16311	..	0.113	0.009	ds.half	S2573.E1.L3	PASS	..	
I2653	I2653	GENSCOT22	petrous	2018	OlaldeNature2018	Direct: IntCal20	3224	57	1389-1131 calBCE (3019±26 BP, SUERC-75916)	..	Scotland_MBA	Scotland, Longniddry, Evergreen	United Kingdom	55.98	-2.896	Repulldown on 3.2M snpset	1240K	1	0.84	564707	306622	M	n/a (no relatives detected)	R-Z2186	R1b1a1b1a1a2c1	100	H2a1a	..	0.103	0.428	ds.half	S2653.E1.L2	PASS	..	
I2654	I2654	GENSCOT23	petrous	2018	OlaldeNature2018	Direct: IntCal20	3287	45	1419-1261 calBCE (3074±29 BP, SUERC-75917)	..	Scotland_MBA	Scotland, Longniddry, Evergreen	United Kingdom	55.98	-2.896	Repulldown on 3.2M snpset	1240K	1	0.713	517900	280770	F	n/a (no relatives detected)	n/a (female)	n/a (female)	75.1	U5b3	..	0.106	0.01	ds.half	S2654.E1.L2	PASS	..	
I2656	I2656	GENSCOT25	petrous	2018	PattersonNature2021 (higher coverage of previously published individual in OlaldeNature2018)	Direct: IntCal20	3081	79	1283-940 calBCE (2930±50 BP, GU-2762)	..	Scotland_MBA	Scotland, Longniddry, Grainfoot	United Kingdom	55.97	-2.896	Repulldown on 3.2M snpset	1240K	7	1.025817	608933	330535	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	10.337679	H2a2a	[0.917,0.981]	..	..	ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half	S2656.E1.L1,S2656.E1.L2,S2656.E1.L3,S2656.E1.L4,S2656.E1.L5,S2656.E1.L6,S2656.E1.L7	PASS	..	
